1899000,00000000,8
1899001,18990101,0
1899002,18990102,0
1899059,18990228,0
1899060,18990301,0
1899061,18990302,0
1899090,18990331,0
1899120,18990430,0
1899181,18990630,0
1899182,18990701,0
1899244,18990901,0
1899300,18991027,0
1899364,18991230,0
1899365,18991231,0
1899366,00000000,8
1899367,00000000,8
1899999,00000000,8
1900000,00000000,8
1900001,19000101,0
1900002,19000102,0
1900059,19000228,0
1900060,19000301,0
1900061,19000302,0
1900090,19000331,0
1900120,19000430,0
1900122,19000502,0
1900181,19000630,0
1900182,19000701,0
1900244,19000901,0
1900300,19001027,0
1900364,19001230,0
1900365,19001231,0
1900366,00000000,8
1900367,00000000,8
1900999,00000000,8
1902146,19020526,0
1906324,19061120,0
1911829,00000000,8
1912108,19120417,0
1913369,00000000,8
1919658,00000000,8
1920555,00000000,8
1924422,00000000,8
1925315,19251111,0
1925999,00000000,8
1927564,00000000,8
1928307,19281102,0
1930408,00000000,8
1930909,00000000,8
1930990,00000000,8
1931248,19310905,0
1931808,00000000,8
1932433,00000000,8
1932635,00000000,8
1932919,00000000,8
1934078,19340319,0
1935309,19351105,0
1936051,19360220,0
1936624,00000000,8
1936865,00000000,8
1937977,00000000,8
1938378,00000000,8
1940695,00000000,8
1942247,19420904,0
1942915,00000000,8
1943507,00000000,8
1945028,19450128,0
1945061,19450302,0
1947559,00000000,8
1949071,19490312,0
1949351,19491217,0
1951081,19510322,0
1953196,19530715,0
1953575,00000000,8
1953676,00000000,8
1954030,19540130,0
1954283,19541010,0
1957634,00000000,8
1960478,00000000,8
1961391,00000000,8
1961757,00000000,8
1961900,00000000,8
1964404,00000000,8
1964907,00000000,8
1965793,00000000,8
1967811,00000000,8
1969821,00000000,8
1971788,00000000,8
1975559,00000000,8
1975631,00000000,8
1976376,00000000,8
1976861,00000000,8
1977883,00000000,8
1979088,19790329,0
1979126,19790506,0
1979306,19791102,0
1979323,19791119,0
1979683,00000000,8
1984640,00000000,8
1985093,19850403,0
1986487,00000000,8
1987223,19870811,0
1988105,19880414,0
1992388,00000000,8
1994249,19940906,0
1994752,00000000,8
1995600,00000000,8
1996000,00000000,8
1996001,19960101,0
1996002,19960102,0
1996059,19960228,0
1996060,19960229,0
1996061,19960301,0
1996090,19960330,0
1996120,19960429,0
1996181,19960629,0
1996182,19960630,0
1996244,19960831,0
1996300,19961026,0
1996364,19961229,0
1996365,19961230,0
1996366,19961231,0
1996367,00000000,8
1996999,00000000,8
1998498,00000000,8
1999000,00000000,8
1999001,19990101,0
1999002,19990102,0
1999059,19990228,0
1999060,19990301,0
1999061,19990302,0
1999090,19990331,0
1999120,19990430,0
1999181,19990630,0
1999182,19990701,0
1999244,19990901,0
1999300,19991027,0
1999364,19991230,0
1999365,19991231,0
1999366,00000000,8
1999367,00000000,8
1999934,00000000,8
1999999,00000000,8
2000000,00000000,8
2000001,20000101,0
2000002,20000102,0
2000059,20000228,0
2000060,20000229,0
2000061,20000301,0
2000090,20000330,0
2000120,20000429,0
2000181,20000629,0
2000182,20000630,0
2000244,20000831,0
2000300,20001026,0
2000364,20001229,0
2000365,20001230,0
2000366,20001231,0
2000367,00000000,8
2000999,00000000,8
2001000,00000000,8
2001001,20010101,0
2001002,20010102,0
2001059,20010228,0
2001060,20010301,0
2001061,20010302,0
2001090,20010331,0
2001120,20010430,0
2001181,20010630,0
2001182,20010701,0
2001244,20010901,0
2001300,20011027,0
2001364,20011230,0
2001365,20011231,0
2001366,00000000,8
2001367,00000000,8
2001999,00000000,8
2004000,00000000,8
2004001,20040101,0
2004002,20040102,0
2004059,20040228,0
2004060,20040229,0
2004061,20040301,0
2004090,20040330,0
2004120,20040429,0
2004181,20040629,0
2004182,20040630,0
2004244,20040831,0
2004300,20041026,0
2004364,20041229,0
2004365,20041230,0
2004366,20041231,0
2004367,00000000,8
2004999,00000000,8
2007591,00000000,8
2007981,00000000,8
2009027,20090127,0
2009452,00000000,8
2012563,00000000,8
2014403,00000000,8
2015910,00000000,8
2017041,20170210,0
2020980,00000000,8
2021612,00000000,8
2022335,20221201,0
2023000,00000000,8
2023001,20230101,0
2023002,20230102,0
2023059,20230228,0
2023060,20230301,0
2023061,20230302,0
2023090,20230331,0
2023120,20230430,0
2023181,20230630,0
2023182,20230701,0
2023244,20230901,0
2023300,20231027,0
2023364,20231230,0
2023365,20231231,0
2023366,00000000,8
2023367,00000000,8
2023999,00000000,8
2024000,00000000,8
2024001,20240101,0
2024002,20240102,0
2024059,20240228,0
2024060,20240229,0
2024061,20240301,0
2024090,20240330,0
2024120,20240429,0
2024181,20240629,0
2024182,20240630,0
2024244,20240831,0
2024300,20241026,0
2024364,20241229,0
2024365,20241230,0
2024366,20241231,0
2024367,00000000,8
2024999,00000000,8
2025000,00000000,8
2025001,20250101,0
2025002,20250102,0
2025059,20250228,0
2025060,20250301,0
2025061,20250302,0
2025090,20250331,0
2025120,20250430,0
2025181,20250630,0
2025182,20250701,0
2025244,20250901,0
2025300,20251027,0
2025364,20251230,0
2025365,20251231,0
2025366,00000000,8
2025367,00000000,8
2025999,00000000,8
2026176,20260625,0
2027976,00000000,8
2029821,00000000,8
2030247,20300904,0
2032255,20320911,0
2037754,00000000,8
2038808,00000000,8
2041525,00000000,8
2045667,00000000,8
2045972,00000000,8
2047812,00000000,8
2049210,20490729,0
2050697,00000000,8
2050962,00000000,8
2051838,00000000,8
2057164,20570613,0
2057417,00000000,8
2061733,00000000,8
2062323,20621119,0
2063500,00000000,8
2064494,00000000,8
2064703,00000000,8
2067044,20670213,0
2069781,00000000,8
2078286,20781013,0
2078322,20781118,0
2079335,20791201,0
2079639,00000000,8
2080080,20800320,0
2081930,00000000,8
2082132,20820512,0
2083594,00000000,8
2086365,20861231,0
2088099,20880408,0
2089573,00000000,8
2089662,00000000,8
2090636,00000000,8
2090926,00000000,8
2091726,00000000,8
2093595,00000000,8
2095243,20950831,0
2097252,20970909,0
2099000,00000000,8
2099001,20990101,0
2099002,20990102,0
2099059,20990228,0
2099060,20990301,0
2099061,20990302,0
2099090,20990331,0
2099120,20990430,0
2099181,20990630,0
2099182,20990701,0
2099244,20990901,0
2099300,20991027,0
2099364,20991230,0
2099365,20991231,0
2099366,00000000,8
2099367,00000000,8
2099460,00000000,8
2099999,00000000,8
2100000,00000000,8
2100001,21000101,0
2100002,21000102,0
2100059,21000228,0
2100060,21000301,0
2100061,21000302,0
2100090,21000331,0
2100120,21000430,0
2100181,21000630,0
2100182,21000701,0
2100244,21000901,0
2100300,21001027,0
2100364,21001230,0
2100365,21001231,0
2100366,00000000,8
2100367,00000000,8
2100999,00000000,8
2102265,21020922,0
2104970,00000000,8
2105719,00000000,8
2106632,00000000,8
2107001,21070101,0
2107974,00000000,8
2108612,00000000,8
2108703,00000000,8
2109179,21090628,0
2109947,00000000,8
2110577,00000000,8
2117734,00000000,8
2119216,21190804,0
2119242,21190830,0
2119648,00000000,8
2119749,00000000,8
2121091,21210401,0
2122570,00000000,8
2124181,21240629,0
2125717,00000000,8
2127355,21271221,0
2131015,21310115,0
2133644,00000000,8
2135318,21351114,0
2135503,00000000,8
2137599,00000000,8
2139182,21390701,0
2139412,00000000,8
2142061,21420302,0
2144109,21440418,0
2144312,21441107,0
2148564,00000000,8
2148591,00000000,8
2150935,00000000,8
2151865,00000000,8
2152456,00000000,8
2153668,00000000,8
2154260,21540917,0
2155888,00000000,8
2156357,21561222,0
2158837,00000000,8
2159583,00000000,8
2160264,21600920,0
2160312,21601107,0
2160400,00000000,8
2166042,21660211,0
2168400,00000000,8
2170265,21700922,0
2170707,00000000,8
2175354,21751220,0
2176959,00000000,8
2178774,00000000,8
2180279,21801005,0
2180956,00000000,8
2181342,21811208,0
2183475,00000000,8
2187175,21870624,0
2188064,21880304,0
2188473,00000000,8
2188907,00000000,8
2191852,00000000,8
2192592,00000000,8
2193219,21930807,0
2193736,00000000,8
2195891,00000000,8
2196460,00000000,8
2196925,00000000,8
2197157,21970606,0
2199323,21991119,0
2199475,00000000,8
2200430,00000000,8
2400000,00000000,8
2400001,24000101,0
2400002,24000102,0
2400059,24000228,0
2400060,24000229,0
2400061,24000301,0
2400090,24000330,0
2400120,24000429,0
2400181,24000629,0
2400182,24000630,0
2400244,24000831,0
2400300,24001026,0
2400364,24001229,0
2400365,24001230,0
2400366,24001231,0
2400367,00000000,8
2400999,00000000,8
2401000,00000000,8
2401001,24010101,0
2401002,24010102,0
2401059,24010228,0
2401060,24010301,0
2401061,24010302,0
2401090,24010331,0
2401120,24010430,0
2401181,24010630,0
2401182,24010701,0
2401244,24010901,0
2401300,24011027,0
2401364,24011230,0
2401365,24011231,0
2401366,00000000,8
2401367,00000000,8
2401999,00000000,8
